Unnamed: 0,SARSA,SARSA Lambda,Q-learning,R-Learning
1411,-635.35,-633.5,-628.28,-632.67
1412,-636.25,-632.44,-627.74,-632.4
1413,-636.16,-633.88,-629.09,-632.22
1414,-637.51,-635.59,-630.26,-631.95
1415,-637.78,-634.51,-630.8,-636.86
1416,-638.14,-634.51,-630.35,-636.05
1417,-632.59,-633.66,-632.0,-635.78
1418,-631.06,-634.65,-632.63,-635.42
1419,-628.75,-633.93,-632.27,-634.61
1420,-628.66,-633.93,-632.72,-633.62
1421,-628.75,-634.29,-632.27,-632.81
1422,-628.48,-633.93,-632.27,-632.54
1423,-628.66,-632.58,-630.04,-630.47
1424,-628.03,-632.4,-627.79,-630.11
1425,-627.49,-631.77,-626.68,-629.66
1426,-625.78,-632.31,-626.41,-629.12
1427,-625.69,-637.28,-625.6,-628.58
1428,-625.42,-638.69,-627.07,-625.24
1429,-624.79,-638.96,-625.27,-624.52
1430,-625.33,-637.7,-623.86,-624.7
1431,-625.96,-636.8,-623.68,-624.52
1432,-625.51,-634.55,-624.49,-626.05
1433,-626.41,-634.46,-623.92,-625.33
1434,-626.41,-633.56,-623.38,-629.47
1435,-625.87,-632.21,-623.02,-628.57
1436,-626.32,-631.31,-624.1,-627.85
1437,-624.45,-630.19,-624.82,-627.94
1438,-624.36,-629.83,-624.82,-628.21
1439,-624.18,-629.83,-623.65,-628.57
1440,-623.28,-628.48,-623.83,-628.12
1441,-617.66,-628.39,-619.27,-627.4
1442,-617.3,-628.57,-618.82,-628.3
1443,-616.58,-627.94,-620.65,-626.83
1444,-616.31,-627.49,-619.57,-625.93
1445,-615.14,-627.67,-620.74,-625.3
1446,-614.06,-627.22,-621.64,-624.85
1447,-614.15,-625.33,-622.63,-625.03
1448,-613.61,-625.51,-622.0,-623.72
1449,-612.35,-625.06,-627.38,-617.74
1450,-612.17,-624.7,-630.92,-619.7
1451,-611.9,-625.24,-630.91,-619.16
1452,-611.09,-625.87,-630.01,-619.25
1453,-611.81,-620.28,-628.93,-613.29
1454,-611.18,-620.82,-629.02,-615.36
1455,-606.55,-621.45,-629.38,-615.27
1456,-606.1,-621.81,-628.3,-613.25
1457,-602.59,-620.17,-627.67,-614.06
1458,-603.4,-617.24,-627.99,-613.25
1459,-603.58,-616.61,-627.99,-612.26
1460,-602.77,-615.8,-628.35,-611.63
1461,-606.34,-615.35,-627.72,-611.9
1462,-605.98,-617.95,-628.08,-611.81
1463,-606.88,-618.04,-627.54,-611.18
1464,-605.98,-617.41,-626.53,-611.72
1465,-609.21,-617.05,-626.44,-613.16
1466,-609.21,-617.03,-626.98,-612.26
1467,-612.02,-617.39,-626.26,-612.98
1468,-611.21,-621.76,-625.81,-613.7
1469,-610.67,-622.12,-626.62,-614.24
1470,-612.56,-620.86,-625.63,-613.52
1471,-616.42,-620.5,-625.36,-612.71
1472,-615.88,-620.41,-627.99,-613.64
1473,-615.07,-621.4,-628.26,-612.02
1474,-615.52,-622.03,-626.82,-612.38
1475,-614.62,-621.94,-626.26,-611.75
1476,-614.26,-621.99,-625.99,-611.21
1477,-615.28,-622.26,-627.07,-617.11
1478,-614.92,-621.09,-626.98,-617.11
1479,-616.58,-621.0,-627.07,-621.08
1480,-616.58,-620.91,-628.87,-620.72
1481,-616.31,-619.92,-628.24,-621.53
1482,-614.87,-623.27,-627.07,-620.09
1483,-614.15,-624.44,-627.75,-619.01
1484,-613.34,-624.26,-627.3,-618.83
1485,-613.43,-622.45,-627.48,-617.57
1486,-610.39,-622.0,-629.19,-616.67
1487,-610.21,-621.73,-628.56,-617.93
1488,-610.39,-621.1,-628.2,-620.09
1489,-609.67,-620.04,-627.39,-618.65
1490,-610.21,-621.21,-625.68,-618.56
1491,-612.01,-622.47,-626.13,-617.21
1492,-613.09,-622.56,-624.96,-618.38
1493,-608.67,-622.56,-622.89,-616.13
1494,-607.86,-623.01,-622.53,-614.33
1495,-606.78,-622.56,-621.18,-613.07
1496,-606.69,-623.19,-621.03,-615.68
1497,-605.61,-622.38,-620.22,-616.13
1498,-605.34,-622.29,-620.22,-615.14
1499,-603.99,-622.74,-620.67,-613.7
1500,-607.8,-622.47,-620.22,-613.16
1501,-605.24,-621.3,-624.87,-613.79
1502,-605.15,-622.47,-625.41,-613.43
1503,-605.78,-622.29,-625.86,-613.97
1504,-608.16,-622.11,-626.13,-614.87
1505,-607.62,-624.82,-630.93,-616.49
1506,-607.62,-624.37,-630.57,-614.87
1507,-608.7,-625.18,-631.11,-615.14
1508,-610.05,-624.28,-631.65,-615.5
1509,-610.41,-624.64,-631.38,-617.21
1510,-611.76,-619.16,-625.53,-617.93
1511,-610.32,-619.79,-624.99,-617.03
1512,-610.14,-620.67,-623.55,-616.85
1513,-609.69,-619.95,-622.83,-616.94
1514,-607.89,-618.15,-620.85,-617.03
1515,-606.55,-619.14,-619.5,-615.68
1516,-605.83,-618.87,-618.96,-615.86
1517,-610.93,-620.62,-619.77,-615.59
1518,-610.57,-620.62,-619.86,-613.97
1519,-613.33,-619.41,-619.59,-613.97
1520,-612.79,-619.5,-618.24,-614.33
1521,-614.32,-619.05,-618.15,-614.78
1522,-614.68,-617.43,-619.14,-615.05
1523,-614.14,-618.69,-619.93,-616.13
1524,-609.2,-618.42,-620.38,-615.86
1525,-608.75,-618.15,-622.66,-615.89
1526,-606.7,-618.24,-622.57,-615.44
1527,-605.62,-618.69,-622.57,-616.07
1528,-607.06,-618.42,-622.84,-619.86
1529,-607.51,-618.33,-624.01,-620.49
1530,-607.42,-618.87,-626.59,-622.11
1531,-607.06,-618.6,-626.14,-622.02
1532,-607.78,-619.23,-626.32,-616.75
1533,-606.44,-618.87,-626.98,-617.65
1534,-605.99,-618.96,-627.7,-616.66
1535,-604.64,-619.95,-626.44,-615.94
1536,-603.92,-619.95,-626.26,-616.21
1537,-607.32,-621.11,-625.9,-615.49
1538,-607.59,-621.74,-625.54,-615.49
1539,-607.05,-621.65,-626.44,-615.4
1540,-608.58,-621.47,-626.08,-616.03
1541,-611.36,-620.39,-628.84,-616.66
1542,-610.73,-619.49,-629.83,-615.85
1543,-610.82,-620.48,-630.19,-612.96
1544,-610.55,-621.47,-631.45,-607.44
1545,-611.81,-621.74,-630.19,-607.08
1546,-611.54,-621.56,-629.74,-608.88
1547,-611.99,-623.36,-628.66,-608.52
1548,-611.54,-623.72,-630.1,-608.66
1549,-611.9,-623.72,-628.75,-613.74
1550,-610.37,-623.0,-628.93,-613.74
1551,-610.55,-622.82,-629.2,-613.11
1552,-611.27,-622.73,-628.48,-612.93
1553,-610.91,-628.86,-629.11,-618.53
1554,-611.27,-628.68,-626.92,-616.1
1555,-614.19,-628.32,-626.47,-615.74
1556,-614.64,-627.69,-624.76,-617.07
1557,-619.28,-628.34,-624.85,-617.16
1558,-617.05,-631.09,-625.3,-616.89
1559,-611.18,-631.45,-625.21,-617.52
1560,-609.47,-632.26,-624.85,-618.06
1561,-609.02,-632.62,-624.13,-616.98
1562,-608.75,-634.27,-624.13,-615.92
1563,-608.21,-632.47,-625.03,-614.84
1564,-608.39,-633.64,-626.31,-613.76
1565,-607.85,-633.46,-626.4,-613.13
1566,-608.3,-634.54,-625.68,-613.22
1567,-608.03,-634.36,-626.49,-611.31
1568,-608.93,-633.82,-626.04,-611.4
1569,-608.57,-632.65,-626.13,-610.32
1570,-606.86,-632.89,-627.03,-610.68
1571,-606.32,-633.25,-627.39,-610.14
1572,-607.31,-632.8,-626.4,-610.95
1573,-602.01,-634.15,-626.13,-610.77
1574,-601.65,-634.06,-626.31,-606.53
1575,-599.44,-635.32,-626.15,-606.53
1576,-599.71,-636.13,-626.15,-606.98
1577,-601.24,-636.85,-624.08,-606.89
1578,-601.87,-636.67,-624.62,-605.63
1579,-601.69,-636.51,-624.26,-606.17
1580,-600.7,-636.42,-623.9,-606.8
1581,-600.34,-637.05,-624.62,-606.08
1582,-600.16,-636.06,-625.61,-606.8
1583,-600.97,-636.15,-625.25,-607.43
1584,-601.42,-635.34,-626.06,-607.34
1585,-600.61,-637.24,-625.79,-608.78
1586,-604.1,-630.94,-624.98,-607.3
1587,-603.65,-629.41,-623.81,-606.22
1588,-602.57,-629.86,-623.9,-605.95
1589,-603.38,-630.38,-623.36,-606.76
1590,-603.56,-629.84,-620.43,-607.21
1591,-602.84,-628.13,-618.9,-608.47
1592,-603.02,-628.22,-618.9,-608.56
1593,-607.89,-628.4,-619.71,-610.36
1594,-608.25,-627.77,-619.62,-615.87
1595,-608.07,-627.95,-619.08,-615.96
1596,-603.86,-626.96,-620.94,-614.79
1597,-604.85,-627.59,-622.11,-613.89
1598,-605.21,-626.6,-621.75,-614.07
1599,-604.67,-626.6,-622.02,-616.32
1600,-604.04,-626.5,-622.2,-616.5
1601,-606.69,-627.04,-623.19,-613.22
1602,-606.6,-626.86,-621.93,-614.39
1603,-605.07,-626.77,-620.13,-614.48
1604,-604.17,-627.13,-619.59,-613.94
1605,-604.44,-628.48,-617.88,-613.04
1606,-603.45,-628.84,-613.08,-615.65
1607,-600.38,-627.76,-611.37,-614.84
1608,-598.67,-627.49,-610.02,-615.02
1609,-597.86,-627.22,-610.29,-613.94
1610,-596.51,-632.7,-615.33,-613.85
1611,-598.22,-633.24,-616.5,-613.76
1612,-597.95,-631.71,-617.22,-614.21
1613,-597.41,-631.53,-616.95,-614.03
1614,-598.31,-632.52,-617.67,-613.4
1615,-599.92,-633.69,-619.47,-610.06
1616,-593.86,-629.13,-620.55,-609.79
1617,-592.2,-628.23,-619.38,-609.7
1618,-591.93,-628.23,-621.09,-610.87
1619,-590.49,-629.35,-622.53,-610.33
1620,-591.3,-629.53,-623.34,-610.06
1621,-589.41,-628.9,-623.52,-610.24
1622,-588.15,-626.19,-623.25,-610.87
1623,-587.97,-626.82,-622.26,-611.32
1624,-591.58,-627.45,-622.17,-611.05
1625,-591.49,-628.71,-622.62,-611.65
1626,-592.91,-629.7,-623.61,-611.74
1627,-593.45,-628.35,-623.25,-610.84
1628,-593.27,-628.98,-624.15,-610.3
1629,-593.18,-628.44,-623.7,-609.94
1630,-592.73,-627.81,-620.74,-608.23
1631,-592.91,-627.54,-619.93,-607.87
1632,-592.55,-627.09,-618.64,-612.06
1633,-594.52,-626.82,-618.37,-613.5
1634,-594.7,-626.55,-617.92,-615.3
1635,-596.59,-627.36,-617.92,-617.19
1636,-597.31,-626.63,-617.2,-617.01
1637,-596.77,-626.23,-616.66,-616.74
1638,-597.85,-625.51,-616.3,-615.93
1639,-598.93,-626.05,-616.12,-615.12
1640,-597.22,-625.51,-615.13,-614.76
1641,-600.06,-625.13,-615.76,-614.04
1642,-600.69,-625.4,-614.86,-614.22
1643,-601.23,-623.78,-615.22,-619.57
1644,-600.69,-622.79,-616.66,-624.11
1645,-600.06,-622.7,-616.84,-624.92
1646,-594.37,-622.79,-616.66,-624.38
1647,-594.1,-621.8,-616.75,-623.66
1648,-593.92,-622.16,-614.77,-624.92
1649,-590.86,-622.34,-615.85,-625.64
1650,-591.04,-623.51,-614.86,-625.28
1651,-590.5,-623.69,-615.49,-626.36
1652,-590.59,-622.7,-617.2,-626.45
1653,-589.6,-620.63,-616.75,-626.09
1654,-589.51,-617.18,-618.85,-626.81
1655,-590.14,-617.18,-618.67,-624.67
1656,-589.42,-617.81,-619.39,-625.0
1657,-588.52,-617.63,-620.2,-623.74
1658,-590.66,-617.72,-619.93,-624.37
1659,-596.44,-617.9,-618.94,-624.64
1660,-597.88,-617.03,-615.11,-623.92
1661,-599.05,-615.95,-617.0,-624.82
1662,-599.77,-615.41,-615.83,-625.61
1663,-599.32,-615.86,-615.2,-626.06
1664,-599.05,-616.04,-615.65,-626.15
1665,-598.6,-616.31,-614.75,-626.15
1666,-598.69,-614.96,-614.12,-626.15
1667,-599.32,-614.15,-613.94,-627.16
1668,-597.61,-613.79,-613.76,-625.72
1669,-598.6,-614.15,-613.76,-625.72
1670,-598.96,-613.28,-613.49,-624.82
1671,-598.06,-613.46,-613.31,-624.64
1672,-597.61,-613.37,-613.31,-624.46
1673,-603.38,-611.39,-613.85,-625.18
1674,-603.47,-610.58,-613.94,-631.13
1675,-606.31,-610.76,-615.65,-631.76
1676,-606.49,-609.77,-616.28,-631.94
1677,-600.97,-607.48,-617.09,-630.95
1678,-599.62,-608.56,-615.83,-630.59
1679,-599.71,-608.63,-615.56,-629.42
1680,-600.34,-608.81,-616.19,-629.42
1681,-600.79,-608.45,-616.01,-629.24
1682,-600.88,-608.52,-612.53,-628.61
1683,-599.89,-607.98,-612.89,-626.9
1684,-599.17,-607.89,-613.07,-627.53
1685,-597.67,-608.16,-613.34,-627.44
1686,-597.4,-613.38,-612.08,-628.47
1687,-597.94,-613.74,-610.0,-628.29
1688,-599.29,-614.1,-610.63,-626.76
1689,-599.02,-613.11,-609.4,-625.14
1690,-598.75,-612.84,-613.23,-624.06
1691,-597.85,-612.75,-612.78,-619.83
1692,-597.67,-611.67,-612.87,-617.85
1693,-592.59,-610.95,-612.96,-617.94
1694,-592.86,-611.31,-612.42,-616.68
1695,-593.67,-612.48,-613.23,-616.23
1696,-598.24,-612.12,-612.24,-615.51
1697,-597.16,-612.57,-610.8,-614.61
1698,-596.26,-614.01,-610.89,-613.71
1699,-594.26,-613.47,-611.25,-612.63
1700,-594.8,-614.29,-611.61,-613.17
1701,-595.16,-613.12,-611.7,-615.46
1702,-595.43,-612.85,-611.07,-614.65
1703,-596.42,-613.21,-612.33,-610.95
1704,-595.7,-612.85,-613.68,-611.04
1705,-595.43,-612.04,-613.95,-611.94
1706,-595.61,-612.76,-618.66,-610.86
1707,-598.14,-613.12,-616.94,-612.21
1708,-597.6,-614.02,-616.85,-612.57
1709,-597.06,-614.29,-616.04,-612.57
1710,-597.24,-613.57,-616.58,-613.65
1711,-596.52,-613.48,-613.05,-613.92
1712,-596.52,-615.37,-612.87,-612.93
1713,-597.33,-614.92,-612.15,-612.21
1714,-597.33,-613.93,-610.72,-612.84
1715,-596.34,-611.32,-610.63,-617.98
1716,-602.76,-615.79,-609.82,-617.62
1717,-604.69,-614.89,-610.36,-618.52
1718,-604.87,-615.25,-609.1,-618.07
1719,-606.04,-615.52,-607.12,-619.15
1720,-605.77,-611.32,-607.84,-617.17
1721,-605.41,-611.23,-607.21,-616.72
1722,-605.41,-613.66,-606.67,-615.37
1723,-605.14,-612.22,-608.29,-614.38
1724,-605.57,-611.59,-607.84,-616.09
1725,-605.3,-606.2,-607.03,-615.55
1726,-605.66,-605.21,-606.22,-615.19
1727,-604.76,-605.48,-606.31,-615.91
1728,-599.05,-604.76,-605.68,-612.19
1729,-596.26,-604.76,-604.78,-612.46
1730,-597.34,-605.48,-606.48,-612.64
1731,-597.61,-606.65,-607.74,-612.28
1732,-597.97,-606.65,-608.67,-612.01
1733,-596.89,-606.47,-607.95,-610.93
1734,-593.69,-606.65,-607.5,-610.21
1735,-593.15,-605.48,-607.41,-609.49
1736,-592.16,-607.29,-606.78,-609.22
1737,-591.26,-607.2,-606.33,-609.4
1738,-591.26,-607.38,-605.7,-607.37
1739,-590.09,-606.12,-604.71,-606.83
1740,-590.18,-606.66,-605.97,-607.19
1741,-590.0,-607.49,-605.79,-606.47
1742,-589.64,-606.86,-604.98,-605.93
1743,-588.83,-608.03,-605.34,-604.49
1744,-584.59,-609.2,-603.45,-605.29
1745,-585.31,-606.8,-603.27,-601.24
1746,-591.72,-606.98,-602.1,-600.61
1747,-592.44,-607.07,-603.72,-601.33
1748,-592.98,-605.27,-604.89,-600.52
1749,-595.77,-604.73,-604.35,-601.15
1750,-594.74,-604.1,-603.99,-601.42
1751,-593.84,-603.74,-603.09,-601.24
1752,-594.02,-603.02,-601.92,-601.42
1753,-595.91,-603.74,-602.46,-601.24
1754,-596.0,-607.01,-603.18,-601.51
1755,-596.18,-607.28,-602.73,-604.82
1756,-597.26,-607.64,-604.62,-605.09
1757,-596.72,-606.83,-599.98,-605.27
1758,-596.54,-607.73,-600.34,-604.37
1759,-596.99,-607.46,-601.42,-604.19
1760,-596.45,-608.6,-605.16,-605.0
1761,-595.73,-609.5,-604.26,-604.46
1762,-595.64,-610.4,-605.88,-605.0
1763,-595.37,-610.04,-601.99,-605.81
1764,-595.1,-608.87,-600.91,-606.71
1765,-594.83,-607.61,-601.09,-606.71
1766,-593.93,-608.06,-601.72,-607.34
1767,-593.3,-607.61,-600.13,-607.25
1768,-595.28,-609.14,-599.77,-606.66
1769,-595.37,-609.95,-599.68,-607.2
1770,-595.01,-611.03,-598.6,-608.1
1771,-595.91,-610.85,-598.42,-608.55
1772,-594.83,-610.67,-597.73,-609.18
1773,-594.0,-610.58,-593.39,-608.91
1774,-593.73,-611.84,-593.84,-608.1
1775,-592.65,-610.49,-592.4,-607.11
1776,-591.57,-611.66,-591.23,-606.66
1777,-595.38,-613.77,-590.51,-606.57
1778,-590.93,-613.59,-590.51,-606.84
1779,-591.38,-612.96,-591.23,-606.66
1780,-592.46,-612.15,-591.23,-606.57
1781,-592.91,-611.79,-591.05,-602.71
1782,-593.27,-612.62,-593.81,-604.15
1783,-593.72,-611.9,-593.27,-605.95
1784,-593.72,-612.35,-592.1,-605.95
1785,-595.31,-612.08,-593.0,-605.32
1786,-594.95,-612.98,-593.9,-605.41
1787,-595.4,-613.16,-596.34,-605.41
1788,-593.51,-612.26,-596.16,-605.4
1789,-593.42,-612.35,-597.21,-606.3
1790,-592.79,-611.9,-595.86,-607.83
1791,-592.52,-611.9,-597.12,-612.42
1792,-593.24,-613.16,-597.48,-613.14
1793,-597.24,-614.15,-598.02,-612.42
1794,-597.06,-612.71,-597.48,-611.79
1795,-597.78,-613.34,-598.65,-612.06
1796,-597.06,-612.89,-596.2,-611.79
1797,-594.96,-612.71,-597.1,-612.6
1798,-595.59,-612.26,-596.2,-613.14
1799,-598.76,-611.63,-592.53,-613.95
1800,-598.58,-610.91,-591.63,-613.68
1801,-598.22,-611.36,-591.27,-614.13
1802,-597.95,-611.72,-591.45,-615.48
1803,-597.05,-611.09,-591.0,-618.1
1804,-597.41,-610.82,-590.1,-617.56
1805,-596.6,-610.28,-589.65,-615.67
1806,-595.06,-609.38,-588.84,-615.76
1807,-595.15,-609.83,-591.19,-615.04
1808,-595.33,-609.11,-590.83,-613.87
1809,-595.6,-608.93,-590.83,-613.42
1810,-594.7,-605.74,-590.02,-611.8
1811,-593.89,-605.11,-593.37,-612.07
1812,-592.72,-605.02,-593.01,-611.98
1813,-592.81,-605.02,-592.83,-611.53
1814,-591.55,-605.56,-594.35,-610.72
1815,-590.21,-606.73,-594.35,-604.77
1816,-589.67,-606.91,-595.16,-605.13
1817,-588.77,-608.35,-594.17,-604.05
1818,-588.23,-607.0,-594.71,-604.05
1819,-587.51,-606.91,-594.62,-603.78
1820,-587.6,-609.85,-593.99,-605.4
1821,-586.7,-609.58,-593.27,-605.49
1822,-587.15,-610.67,-593.27,-606.21
1823,-587.78,-610.49,-592.73,-607.02
1824,-588.59,-610.85,-592.64,-605.94
1825,-589.22,-615.07,-593.27,-606.57
1826,-589.49,-616.06,-591.02,-607.29
1827,-591.11,-615.79,-591.11,-607.11
1828,-595.38,-615.52,-591.11,-607.1
1829,-596.21,-616.6,-591.65,-606.65
1830,-594.41,-615.79,-591.38,-606.38
1831,-594.23,-614.44,-590.66,-606.74
1832,-594.86,-614.71,-585.96,-606.74
1833,-596.12,-614.26,-587.4,-605.84
1834,-599.32,-614.44,-587.22,-605.21
1835,-598.15,-613.99,-587.76,-605.21
1836,-597.88,-612.01,-585.4,-604.67
1837,-597.88,-613.99,-585.13,-603.68
1838,-597.43,-613.9,-585.58,-604.99
1839,-596.71,-614.53,-585.76,-606.43
1840,-594.02,-614.62,-584.41,-605.89
1841,-594.38,-615.79,-580.06,-605.98
1842,-594.56,-615.61,-581.23,-605.19
1843,-594.02,-614.98,-580.6,-606.18
1844,-597.9,-614.26,-581.59,-606.63
1845,-596.82,-616.84,-581.77,-607.12
1846,-596.28,-616.03,-582.13,-607.21
1847,-594.84,-616.39,-580.6,-606.58
1848,-594.57,-617.92,-580.6,-606.22
1849,-594.66,-617.56,-581.14,-605.5
1850,-595.96,-617.47,-581.5,-607.03
1851,-596.5,-617.02,-581.59,-608.02
1852,-597.22,-617.65,-582.22,-606.58
1853,-595.33,-614.04,-581.5,-607.03
1854,-595.78,-614.4,-576.13,-606.85
1855,-595.33,-613.59,-576.4,-606.13
1856,-594.43,-612.87,-574.69,-605.32
1857,-595.33,-614.04,-578.25,-605.05
1858,-595.33,-612.42,-578.07,-604.6
1859,-594.52,-612.78,-576.01,-604.78
1860,-595.06,-611.43,-575.83,-603.52
1861,-594.52,-610.8,-576.28,-602.53
1862,-595.06,-609.72,-574.93,-601.9
1863,-595.6,-610.98,-578.46,-601.72
1864,-595.87,-610.53,-578.91,-601.63
1865,-597.04,-612.06,-580.08,-600.55
1866,-597.04,-611.43,-579.63,-599.83
1867,-596.5,-612.69,-580.68,-600.55
1868,-594.43,-611.79,-581.31,-601.32
1869,-593.89,-611.34,-582.03,-598.12
1870,-593.71,-610.62,-582.66,-598.39
1871,-593.44,-610.62,-582.75,-597.85
1872,-594.43,-610.62,-583.8,-597.76
1873,-595.87,-610.62,-586.07,-598.21
1874,-595.87,-610.17,-585.89,-596.95
1875,-596.59,-609.54,-585.98,-596.77
1876,-597.04,-608.28,-587.15,-596.68
1877,-597.85,-606.66,-587.15,-597.76
1878,-603.2,-605.76,-582.01,-597.04
1879,-603.02,-606.3,-580.21,-597.13
1880,-601.85,-607.02,-579.76,-596.5
1881,-601.04,-606.03,-578.95,-600.54
1882,-599.2,-605.22,-578.77,-598.2
1883,-598.93,-603.96,-579.58,-594.29
1884,-598.21,-602.16,-579.49,-592.76
1885,-598.3,-602.07,-577.51,-592.4
1886,-597.31,-600.99,-577.96,-593.03
1887,-592.1,-601.17,-578.77,-592.4
1888,-593.45,-602.16,-577.24,-592.77
1889,-592.91,-602.43,-577.24,-593.13
1890,-592.91,-602.52,-576.79,-591.69
1891,-592.91,-603.6,-576.25,-591.24
1892,-591.92,-603.87,-575.98,-591.87
1893,-591.47,-603.24,-575.26,-592.05
1894,-591.65,-603.6,-576.25,-592.41
1895,-590.3,-601.89,-574.63,-591.78
1896,-590.3,-602.07,-577.89,-592.14
1897,-588.52,-602.07,-576.9,-591.69
1898,-588.07,-602.79,-577.89,-592.95
1899,-586.99,-601.06,-580.75,-592.32
1900,-585.82,-602.5,-580.57,-591.96
1901,-585.73,-602.86,-580.12,-587.01
1902,-586.0,-602.23,-580.39,-585.03
1903,-586.09,-602.32,-580.21,-586.02
1904,-586.72,-602.41,-580.39,-586.52
1905,-587.44,-603.04,-581.02,-587.33
1906,-589.52,-603.13,-582.1,-587.87
1907,-587.9,-602.32,-582.91,-586.79
1908,-588.17,-602.05,-583.0,-587.33
1909,-588.71,-602.05,-582.64,-587.6
1910,-588.08,-604.16,-582.8,-587.96
1911,-588.17,-601.43,-582.71,-585.71
1912,-589.34,-600.62,-583.97,-585.89
1913,-588.44,-599.72,-584.78,-585.69
1914,-589.43,-599.54,-584.42,-586.32
1915,-590.77,-599.0,-584.96,-591.64
1916,-590.32,-598.64,-584.69,-591.64
1917,-586.03,-598.19,-584.6,-592.09
1918,-587.02,-599.36,-583.07,-592.0
1919,-587.11,-596.88,-582.17,-591.37
1920,-587.2,-597.24,-581.54,-590.74
1921,-589.63,-598.32,-582.89,-590.38
1922,-589.18,-598.14,-579.69,-590.02
1923,-589.9,-598.86,-580.14,-589.21
1924,-589.63,-599.58,-580.41,-588.22
1925,-588.73,-600.03,-580.05,-588.31
1926,-588.55,-598.95,-581.13,-588.4
1927,-587.56,-597.96,-581.31,-588.85
1928,-587.47,-598.14,-581.22,-591.95
1929,-588.98,-597.78,-581.13,-591.23
1930,-590.6,-598.23,-582.12,-591.41
1931,-590.42,-598.95,-582.57,-591.14
1932,-588.8,-598.86,-587.81,-590.51
1933,-587.72,-599.94,-587.72,-590.51
1934,-587.63,-600.3,-588.26,-589.79
1935,-588.98,-599.22,-588.44,-588.98
1936,-589.25,-600.3,-590.89,-588.35
1937,-588.98,-598.32,-592.15,-588.44
1938,-588.26,-597.78,-592.33,-588.62
1939,-589.52,-596.34,-591.7,-586.73
1940,-592.12,-595.98,-592.51,-587.0
1941,-590.86,-594.99,-596.5,-587.0
1942,-590.41,-595.26,-595.33,-588.69
1943,-590.95,-595.62,-596.14,-583.53
1944,-591.58,-594.36,-594.43,-582.81
1945,-592.57,-593.55,-592.68,-585.11
1946,-592.84,-594.27,-588.77,-585.83
1947,-594.19,-594.27,-588.5,-585.83
1948,-594.19,-594.63,-589.04,-586.28
1949,-592.48,-595.26,-588.68,-585.56
1950,-592.48,-594.9,-588.5,-583.76
1951,-592.48,-594.81,-588.23,-583.49
1952,-591.49,-594.45,-587.06,-583.94
1953,-591.85,-597.52,-587.15,-584.48
1954,-591.22,-598.24,-592.25,-584.48
1955,-592.66,-599.86,-592.07,-583.49
1956,-592.3,-599.59,-592.61,-584.21
1957,-591.49,-598.69,-592.7,-585.29
1958,-590.68,-595.57,-592.25,-584.93
1959,-591.13,-595.48,-593.59,-584.84
1960,-590.05,-595.12,-592.69,-584.66
1961,-590.41,-594.58,-592.24,-585.83
1962,-589.15,-594.49,-593.68,-585.29
1963,-589.15,-594.49,-592.42,-585.38
1964,-590.77,-594.31,-588.92,-584.21
1965,-590.77,-594.31,-584.57,-583.67
1966,-590.41,-593.59,-585.74,-582.59
1967,-590.95,-592.87,-585.56,-581.69
1968,-591.76,-592.33,-585.02,-581.87
1969,-590.23,-590.19,-584.93,-583.54
1970,-589.51,-591.18,-584.57,-582.91
1971,-588.88,-590.91,-584.21,-583.0
1972,-588.52,-591.36,-584.66,-581.47
1973,-587.71,-592.08,-586.01,-581.11
1974,-587.98,-592.08,-584.75,-581.47
1975,-587.26,-591.99,-582.94,-581.92
1976,-587.35,-592.98,-582.22,-582.28
1977,-587.26,-593.43,-583.39,-581.2
1978,-586.63,-593.61,-588.89,-581.92
1979,-585.64,-594.15,-585.96,-581.47
1980,-585.73,-593.34,-586.05,-581.74
1981,-585.01,-593.79,-587.04,-581.92
1982,-586.58,-592.44,-588.12,-583.36
1983,-583.0,-593.61,-585.74,-585.92
1984,-582.19,-595.41,-586.19,-585.83
1985,-581.65,-594.78,-587.54,-586.28
1986,-581.83,-595.5,-586.82,-582.38
1987,-585.78,-594.33,-585.65,-581.84
1988,-585.96,-593.88,-585.56,-581.48
1989,-586.41,-594.15,-585.92,-581.84
1990,-586.05,-593.14,-586.37,-583.73
1991,-585.78,-592.87,-585.47,-584.18
1992,-585.6,-592.87,-585.38,-583.28
1993,-586.41,-592.24,-585.74,-583.19
1994,-586.32,-592.96,-586.64,-580.16
1995,-585.96,-593.41,-587.09,-580.13
1996,-586.05,-591.09,-586.28,-579.95
1997,-589.84,-590.1,-585.56,-579.68
1998,-589.75,-589.11,-585.47,-577.88
1999,-587.25,-588.38,-586.01,-578.15
2000,-588.06,-586.49,-586.19,-578.24
2001,-588.51,-587.03,-585.32,-581.75
2002,-588.33,-587.03,-585.05,-582.47
2003,-588.33,-586.13,-585.95,-582.38
2004,-587.07,-585.86,-585.5,-582.6
2005,-586.89,-585.32,-584.06,-582.51
2006,-585.72,-581.31,-583.34,-582.51
2007,-585.99,-582.03,-582.71,-583.59
2008,-585.9,-581.49,-583.25,-582.15
2009,-584.91,-581.49,-582.98,-580.98
2010,-585.99,-581.04,-582.1,-580.35
2011,-586.08,-584.04,-581.83,-581.97
2012,-585.18,-585.21,-581.2,-582.06
2013,-585.54,-585.39,-579.94,-583.61
2014,-583.83,-585.3,-578.95,-582.17
2015,-583.74,-586.11,-579.49,-581.63
2016,-583.83,-584.67,-579.58,-577.41
2017,-586.66,-584.58,-580.39,-576.78
