Unnamed: 0,SARSA,SARSA Lambda,Q-learning,R-Learning
14572,-257.55,-247.59,-233.27,-237.79
14573,-257.46,-248.31,-234.82,-236.86
14574,-258.18,-247.17,-234.19,-236.68
14575,-258.36,-247.17,-234.28,-236.68
14576,-259.17,-247.26,-234.19,-235.8
14577,-259.17,-247.71,-232.88,-235.71
14578,-259.08,-245.16,-232.34,-235.35
14579,-259.26,-245.79,-232.88,-235.08
14580,-259.8,-245.79,-232.34,-235.26
14581,-259.98,-245.61,-231.95,-236.26
14582,-260.07,-245.88,-232.04,-235.36
14583,-259.71,-246.96,-232.67,-233.16
14584,-259.98,-247.5,-232.76,-234.77
14585,-259.71,-247.95,-234.48,-234.59
14586,-260.16,-247.77,-234.12,-234.95
14587,-260.34,-247.68,-234.21,-234.68
14588,-260.97,-247.77,-234.39,-233.78
14589,-261.15,-249.18,-234.12,-234.2
14590,-261.87,-247.7,-234.03,-232.25
14591,-261.96,-248.6,-233.76,-232.25
14592,-261.96,-248.87,-234.99,-232.25
14593,-261.96,-249.32,-235.71,-231.89
14594,-261.78,-249.14,-235.53,-232.07
14595,-261.6,-248.69,-235.53,-232.52
14596,-261.51,-248.87,-235.62,-232.85
14597,-262.05,-249.66,-235.71,-232.94
14598,-262.59,-250.02,-235.94,-234.01
14599,-262.23,-249.75,-236.12,-234.1
14600,-262.5,-249.84,-235.87,-234.1
14601,-261.78,-250.51,-235.24,-234.46
14602,-261.78,-250.6,-235.06,-236.09
14603,-261.24,-250.78,-235.42,-236.36
14604,-261.42,-250.6,-235.33,-234.84
14605,-261.6,-250.96,-234.97,-234.75
14606,-261.33,-252.55,-236.1,-234.93
14607,-261.06,-254.54,-237.25,-235.2
14608,-261.78,-254.87,-237.61,-235.38
14609,-262.23,-254.96,-238.24,-235.03
14610,-262.05,-255.05,-238.33,-234.67
14611,-262.59,-254.78,-237.97,-234.13
14612,-263.4,-256.21,-237.79,-234.22
14613,-263.04,-255.67,-238.06,-234.22
14614,-262.86,-255.67,-238.06,-234.67
14615,-261.96,-257.29,-236.67,-234.22
14616,-261.6,-257.83,-236.76,-234.4
14617,-261.51,-257.83,-236.58,-236.43
14618,-260.79,-258.1,-237.82,-236.79
14619,-260.55,-258.01,-237.91,-236.48
14620,-260.91,-258.28,-240.0,-236.57
14621,-261.0,-258.46,-239.16,-238.42
14622,-260.91,-258.28,-239.43,-240.0
14623,-260.37,-256.4,-239.09,-240.09
14624,-261.27,-255.86,-239.27,-240.09
14625,-261.45,-256.58,-239.18,-240.18
14626,-261.54,-256.94,-241.91,-238.89
14627,-261.63,-256.31,-241.37,-238.17
14628,-261.99,-256.22,-241.01,-236.69
14629,-261.9,-256.04,-241.37,-236.24
14630,-262.44,-256.31,-242.76,-237.13
14631,-262.53,-258.53,-243.3,-236.95
14632,-262.71,-258.62,-241.7,-236.86
14633,-263.43,-258.35,-240.76,-236.5
14634,-262.98,-258.62,-240.76,-237.56
14635,-264.51,-258.01,-240.94,-237.92
14636,-262.47,-260.77,-241.39,-235.96
14637,-262.56,-259.87,-241.21,-236.62
14638,-262.38,-260.23,-241.12,-236.35
14639,-262.11,-261.18,-241.3,-236.44
14640,-261.06,-261.54,-241.91,-236.71
14641,-261.15,-261.81,-241.91,-237.95
14642,-261.06,-261.54,-242.72,-238.13
14643,-261.06,-261.54,-242.81,-238.58
14644,-262.5,-262.08,-242.45,-238.67
14645,-262.68,-262.26,-243.06,-237.78
14646,-263.85,-261.63,-242.88,-237.69
14647,-264.03,-261.45,-244.05,-237.33
14648,-263.94,-260.46,-244.23,-237.06
14649,-264.21,-259.92,-244.41,-238.07
14650,-264.3,-259.74,-244.32,-238.16
14651,-264.39,-259.38,-246.93,-238.16
14652,-263.67,-259.74,-245.73,-237.8
14653,-263.49,-259.74,-246.18,-238.61
14654,-263.13,-258.45,-246.36,-238.88
14655,-262.59,-258.0,-246.54,-238.97
14656,-262.5,-258.09,-246.9,-240.14
14657,-264.71,-258.54,-247.26,-239.69
14658,-265.16,-259.27,-247.17,-238.97
14659,-265.07,-257.69,-247.08,-238.97
14660,-264.98,-257.69,-247.17,-241.25
14661,-265.07,-257.87,-247.49,-240.38
14662,-265.61,-258.23,-247.94,-238.21
14663,-267.77,-258.23,-247.76,-238.21
14664,-267.59,-258.23,-247.76,-238.31
14665,-267.77,-258.05,-246.78,-238.49
14666,-267.32,-258.23,-244.09,-238.49
14667,-267.95,-258.14,-244.18,-238.13
14668,-268.49,-258.41,-243.91,-238.13
14669,-268.49,-258.05,-244.09,-238.04
14670,-268.58,-258.41,-245.19,-238.22
14671,-268.31,-258.5,-244.13,-237.86
14672,-268.22,-258.5,-243.95,-237.18
14673,-268.4,-257.78,-244.22,-237.0
14674,-267.95,-259.19,-244.85,-237.27
14675,-268.31,-259.46,-245.48,-236.28
14676,-268.31,-259.55,-245.84,-236.89
14677,-268.31,-258.6,-244.86,-237.07
14678,-268.22,-260.61,-245.31,-236.65
14679,-267.59,-260.43,-245.04,-236.83
14680,-266.51,-260.61,-245.22,-236.92
14681,-266.87,-260.52,-246.15,-236.74
14682,-266.6,-260.43,-246.24,-236.65
14683,-266.42,-259.62,-243.83,-240.11
14684,-266.06,-259.89,-243.38,-240.11
14685,-265.52,-260.07,-243.38,-240.47
14686,-265.79,-259.98,-243.29,-240.47
14687,-265.61,-259.85,-241.85,-240.47
14688,-264.8,-260.39,-241.49,-240.83
14689,-265.07,-259.76,-241.49,-241.1
14690,-264.44,-261.06,-241.4,-243.23
14691,-264.17,-260.25,-241.58,-243.37
14692,-264.17,-260.43,-241.49,-243.12
14693,-264.17,-260.79,-241.04,-243.12
14694,-264.62,-261.24,-240.37,-243.03
14695,-264.35,-261.69,-239.92,-242.67
14696,-265.07,-261.78,-239.38,-242.61
14697,-264.35,-261.87,-239.47,-241.02
14698,-264.44,-261.96,-239.74,-240.84
14699,-264.98,-261.96,-239.83,-239.31
14700,-265.61,-262.23,-240.35,-239.4
14701,-265.97,-262.23,-240.62,-238.18
14702,-265.07,-262.41,-240.44,-238.63
14703,-265.52,-262.68,-240.35,-238.72
14704,-265.34,-263.31,-240.53,-240.51
14705,-264.89,-263.67,-241.07,-240.78
14706,-264.8,-263.85,-241.62,-240.78
14707,-265.88,-263.58,-241.08,-240.69
14708,-265.61,-263.31,-240.63,-240.24
14709,-265.79,-262.95,-239.5,-240.95
14710,-265.25,-263.76,-239.77,-240.95
14711,-264.44,-263.94,-239.59,-241.22
14712,-264.62,-264.12,-239.32,-241.22
14713,-264.8,-264.48,-239.59,-241.04
14714,-264.89,-264.3,-239.23,-241.04
14715,-265.52,-263.17,-239.55,-241.22
14716,-265.52,-263.44,-239.19,-241.04
14717,-265.7,-263.26,-239.73,-241.31
14718,-265.88,-263.08,-239.55,-241.4
14719,-265.94,-262.72,-238.81,-241.71
14720,-266.3,-262.36,-238.72,-241.44
14721,-266.75,-262.54,-237.75,-241.59
14722,-266.75,-262.36,-236.77,-239.71
14723,-267.38,-264.51,-237.2,-239.62
14724,-266.93,-264.78,-236.84,-239.8
14725,-266.48,-263.43,-236.57,-239.89
14726,-266.48,-263.34,-235.51,-241.45
14727,-266.48,-263.79,-235.6,-241.81
14728,-266.12,-263.97,-235.78,-243.65
14729,-266.39,-264.51,-235.69,-243.38
14730,-266.57,-264.69,-235.51,-243.47
14731,-265.76,-264.78,-235.33,-243.65
14732,-265.67,-265.32,-236.84,-243.56
14733,-265.58,-265.23,-237.69,-243.74
14734,-265.67,-264.69,-238.05,-243.56
14735,-265.22,-265.57,-238.05,-243.38
14736,-266.09,-264.76,-237.69,-244.44
14737,-265.37,-265.57,-237.78,-244.44
14738,-265.28,-265.39,-237.01,-243.09
14739,-265.46,-265.12,-237.01,-243.36
14740,-266.78,-265.48,-236.45,-242.91
14741,-266.6,-265.3,-236.63,-242.46
14742,-266.69,-264.58,-236.63,-242.46
14743,-266.42,-264.67,-236.9,-241.83
14744,-266.06,-264.22,-237.53,-241.47
14745,-266.06,-264.49,-237.35,-242.72
14746,-265.25,-263.68,-237.35,-242.63
14747,-265.34,-263.59,-236.63,-242.81
14748,-265.25,-263.77,-236.45,-242.45
14749,-265.25,-264.04,-236.54,-240.3
14750,-265.25,-264.22,-236.63,-240.03
14751,-265.07,-264.31,-236.45,-239.85
14752,-264.89,-263.59,-237.56,-239.94
14753,-265.34,-263.32,-237.56,-240.03
14754,-265.7,-264.61,-237.02,-239.94
14755,-266.24,-264.79,-237.47,-239.94
14756,-266.51,-264.61,-237.74,-239.85
14757,-266.24,-263.98,-237.74,-240.12
14758,-266.15,-264.07,-237.56,-240.12
14759,-266.42,-264.84,-237.45,-240.39
14760,-266.42,-265.2,-237.54,-240.21
14761,-266.6,-264.75,-237.54,-241.44
14762,-266.24,-264.93,-237.09,-243.43
14763,-266.42,-265.38,-237.27,-243.16
14764,-266.24,-265.38,-237.27,-244.98
14765,-265.88,-265.65,-237.62,-244.71
14766,-266.24,-265.38,-239.77,-244.44
14767,-265.79,-265.56,-239.59,-244.53
14768,-265.43,-265.38,-238.84,-244.35
14769,-265.25,-265.65,-236.5,-244.62
14770,-264.71,-265.02,-236.12,-244.62
14771,-264.53,-265.11,-237.45,-244.8
14772,-264.71,-264.84,-237.54,-245.57
14773,-264.71,-264.93,-237.36,-246.68
14774,-264.44,-264.75,-235.34,-246.86
14775,-264.26,-264.21,-234.62,-248.84
14776,-263.9,-264.66,-233.03,-248.66
14777,-263.54,-265.88,-235.23,-248.75
14778,-261.36,-265.88,-234.78,-246.61
14779,-262.17,-265.88,-234.78,-246.79
14780,-262.53,-266.06,-234.51,-246.7
14781,-261.81,-266.6,-234.24,-246.34
14782,-261.45,-266.51,-234.06,-246.43
14783,-261.18,-266.33,-236.29,-244.31
14784,-261.36,-266.6,-236.65,-241.88
14785,-261.99,-265.97,-236.74,-241.79
14786,-261.39,-265.61,-237.55,-241.7
14787,-260.17,-265.83,-239.08,-241.52
14788,-260.26,-265.74,-239.35,-241.7
14789,-260.8,-265.47,-239.44,-241.34
14790,-260.98,-265.29,-239.8,-240.98
14791,-261.07,-265.29,-240.25,-241.38
14792,-260.89,-265.11,-240.43,-241.54
14793,-261.16,-264.84,-240.34,-241.54
14794,-260.98,-264.39,-240.74,-241.72
14795,-261.43,-264.12,-241.19,-241.72
14796,-261.25,-263.85,-240.55,-241.45
14797,-261.61,-263.49,-240.46,-242.86
14798,-261.52,-263.31,-239.92,-243.22
14799,-261.7,-263.31,-239.56,-244.75
14800,-260.44,-262.95,-238.64,-244.48
14801,-259.9,-263.22,-238.73,-245.43
14802,-260.17,-263.22,-239.18,-244.8
14803,-261.07,-262.95,-239.18,-244.62
14804,-261.16,-262.41,-239.72,-244.62
14805,-261.07,-262.41,-239.36,-244.26
14806,-261.07,-262.77,-239.18,-244.08
14807,-260.35,-263.13,-239.09,-242.12
14808,-260.98,-263.85,-239.09,-241.48
14809,-260.44,-264.12,-237.6,-241.03
14810,-260.35,-263.31,-237.87,-240.85
14811,-260.17,-263.67,-237.07,-241.03
14812,-259.36,-263.67,-237.61,-238.69
14813,-259.54,-263.76,-237.34,-238.87
14814,-259.54,-264.21,-235.96,-238.69
14815,-259.36,-265.16,-236.76,-238.42
14816,-259.45,-264.98,-236.49,-238.69
14817,-259.27,-264.62,-236.04,-238.6
14818,-259.36,-264.35,-236.22,-238.42
14819,-259.45,-264.71,-237.05,-238.51
14820,-259.27,-264.71,-237.32,-238.42
14821,-258.64,-264.53,-239.4,-238.33
14822,-258.82,-264.89,-240.11,-240.57
14823,-258.19,-264.8,-240.47,-238.83
14824,-258.37,-264.53,-240.74,-238.56
14825,-259.27,-264.98,-241.1,-238.56
14826,-259.01,-264.71,-241.8,-238.47
14827,-258.56,-264.44,-241.8,-238.29
14828,-258.56,-264.44,-241.53,-237.79
14829,-258.74,-264.53,-241.05,-237.97
14830,-258.56,-261.59,-240.78,-238.42
14831,-259.28,-261.68,-240.87,-238.69
14832,-259.46,-261.41,-240.69,-239.05
14833,-259.64,-262.13,-240.69,-239.05
14834,-259.46,-262.22,-240.06,-239.14
14835,-259.64,-261.95,-239.67,-238.96
14836,-259.91,-262.22,-239.76,-239.5
14837,-260.0,-261.86,-239.94,-237.27
14838,-260.18,-261.77,-240.62,-238.62
14839,-260.72,-261.59,-240.35,-238.53
14840,-260.63,-261.41,-240.3,-237.74
14841,-260.72,-261.77,-240.3,-238.01
14842,-260.63,-262.13,-240.57,-238.37
14843,-261.08,-262.22,-240.3,-236.22
14844,-261.44,-262.76,-240.21,-236.31
14845,-261.89,-262.22,-240.39,-236.13
14846,-262.07,-262.04,-240.66,-236.58
14847,-261.26,-262.49,-238.19,-236.31
14848,-261.08,-262.94,-238.28,-237.21
14849,-260.81,-262.85,-238.55,-237.65
14850,-260.9,-262.58,-237.08,-237.47
14851,-261.08,-262.58,-237.53,-236.26
14852,-259.95,-262.94,-237.53,-236.08
14853,-260.31,-262.94,-237.26,-236.08
14854,-260.22,-263.66,-237.26,-236.26
14855,-259.59,-264.29,-236.72,-236.26
14856,-259.77,-264.4,-236.27,-236.08
14857,-259.77,-264.85,-234.8,-236.08
14858,-259.86,-264.94,-235.34,-236.44
14859,-259.32,-264.94,-235.54,-236.35
14860,-258.96,-264.67,-235.72,-236.17
14861,-258.51,-264.58,-236.26,-236.17
14862,-258.33,-264.49,-236.17,-236.35
14863,-258.42,-264.31,-235.9,-235.5
14864,-258.15,-264.49,-236.08,-235.81
14865,-257.88,-264.22,-236.26,-235.81
14866,-257.79,-264.49,-236.26,-236.08
14867,-257.79,-264.31,-236.44,-235.65
14868,-257.97,-264.13,-234.77,-233.99
14869,-257.97,-264.67,-237.02,-233.72
14870,-258.51,-265.12,-237.31,-233.54
14871,-258.87,-264.94,-237.31,-233.36
14872,-258.69,-265.66,-237.22,-233.09
14873,-258.51,-265.48,-237.76,-233.18
14874,-258.51,-265.48,-240.05,-232.55
14875,-258.33,-265.66,-240.14,-232.37
14876,-258.15,-265.21,-241.37,-232.73
14877,-258.33,-264.85,-241.55,-232.64
14878,-261.23,-264.67,-242.0,-235.47
14879,-260.69,-264.58,-242.18,-235.56
14880,-260.78,-264.04,-241.55,-235.47
14881,-261.05,-263.59,-240.8,-235.83
14882,-261.95,-263.41,-241.43,-236.1
14883,-262.04,-263.86,-241.61,-237.68
14884,-261.68,-262.87,-241.52,-238.6
14885,-261.77,-263.32,-241.79,-238.15
14886,-262.01,-264.31,-241.43,-237.97
14887,-263.23,-264.49,-240.98,-237.7
14888,-263.68,-264.22,-240.89,-237.43
14889,-263.68,-264.22,-240.8,-237.97
14890,-263.32,-264.49,-240.89,-237.97
14891,-263.68,-264.76,-240.8,-236.4
14892,-263.23,-264.94,-240.89,-236.49
14893,-262.36,-265.03,-241.61,-236.85
14894,-262.18,-265.21,-241.97,-236.76
14895,-261.64,-265.21,-241.52,-236.76
14896,-261.64,-265.3,-241.37,-236.85
14897,-261.1,-265.21,-241.46,-236.85
14898,-260.83,-266.2,-241.64,-236.04
14899,-260.11,-266.56,-241.55,-236.22
14900,-260.56,-266.26,-242.38,-236.13
14901,-261.1,-263.53,-242.11,-235.58
14902,-261.46,-263.8,-241.72,-235.85
14903,-260.29,-263.89,-241.9,-236.12
14904,-260.02,-264.7,-241.0,-235.94
14905,-260.38,-264.34,-241.09,-236.03
14906,-260.29,-263.71,-240.91,-236.12
14907,-260.29,-263.35,-239.95,-237.72
14908,-259.75,-262.99,-240.31,-238.81
14909,-260.29,-262.9,-241.66,-239.17
14910,-259.26,-262.99,-241.48,-239.71
14911,-259.53,-262.9,-242.64,-238.02
14912,-259.89,-262.72,-242.37,-240.18
14913,-259.89,-262.45,-242.28,-240.54
14914,-259.62,-262.63,-243.84,-240.81
14915,-259.26,-262.54,-243.75,-241.35
14916,-259.71,-262.09,-243.93,-240.81
14917,-259.89,-262.81,-243.06,-240.9
14918,-260.07,-263.26,-243.33,-240.63
14919,-260.07,-263.53,-243.6,-240.63
14920,-260.34,-263.62,-243.6,-239.29
14921,-260.34,-263.89,-243.51,-239.2
14922,-259.89,-263.71,-241.53,-239.02
14923,-260.34,-263.98,-241.26,-240.85
14924,-259.98,-264.07,-241.26,-241.12
14925,-259.08,-263.71,-240.99,-241.21
14926,-258.89,-264.43,-238.9,-240.94
14927,-258.98,-264.25,-239.26,-239.11
14928,-259.34,-264.34,-239.08,-239.52
14929,-258.35,-263.18,-240.01,-239.88
14930,-257.81,-265.85,-240.19,-239.52
14931,-257.09,-265.58,-240.55,-239.61
14932,-257.18,-265.22,-240.64,-239.43
14933,-257.18,-265.13,-238.78,-239.7
14934,-257.54,-264.97,-239.23,-239.61
14935,-257.72,-264.88,-239.44,-239.61
14936,-257.36,-264.27,-239.71,-239.97
14937,-257.54,-264.45,-238.63,-242.47
14938,-257.45,-264.9,-238.81,-243.19
14939,-256.91,-264.9,-238.99,-243.28
14940,-257.18,-264.54,-238.9,-244.16
14941,-257.09,-264.18,-238.99,-244.07
14942,-257.45,-263.91,-238.72,-243.98
14943,-257.18,-263.91,-238.81,-246.22
14944,-256.91,-263.28,-238.54,-244.47
14945,-256.46,-263.73,-238.45,-244.92
14946,-256.55,-264.09,-238.18,-244.65
14947,-255.57,-263.91,-240.56,-244.92
14948,-255.93,-263.64,-240.58,-244.29
14949,-256.56,-263.73,-240.04,-245.73
14950,-256.29,-264.09,-241.51,-245.91
14951,-256.38,-264.09,-240.7,-247.21
14952,-257.87,-264.45,-240.88,-247.39
14953,-257.69,-264.54,-239.43,-247.03
14954,-257.51,-264.54,-239.34,-245.86
14955,-258.59,-264.27,-239.88,-245.68
14956,-258.59,-264.61,-239.88,-245.5
14957,-258.14,-264.52,-240.22,-245.77
14958,-258.05,-264.79,-240.13,-245.77
14959,-258.59,-265.06,-240.4,-245.95
14960,-258.3,-265.51,-240.13,-244.06
14961,-258.48,-265.78,-239.86,-243.97
14962,-259.38,-265.78,-240.31,-243.43
14963,-259.29,-265.42,-240.67,-243.95
14964,-259.29,-265.33,-240.49,-244.22
14965,-259.38,-265.42,-240.22,-244.31
14966,-259.47,-265.15,-240.4,-242.96
14967,-259.65,-264.79,-240.58,-243.3
14968,-259.38,-265.15,-242.73,-244.51
14969,-259.56,-264.25,-242.73,-244.87
14970,-259.29,-263.8,-241.5,-242.48
14971,-259.11,-263.8,-241.68,-242.57
14972,-257.98,-263.8,-242.13,-242.57
14973,-258.34,-263.98,-241.77,-242.57
14974,-258.34,-263.62,-241.5,-242.75
14975,-258.07,-263.53,-241.77,-242.12
14976,-258.25,-263.17,-241.77,-240.61
14977,-258.61,-263.44,-240.9,-240.97
14978,-257.98,-263.21,-240.81,-241.15
14979,-258.16,-263.21,-240.45,-240.79
14980,-258.25,-261.06,-241.8,-240.52
14981,-258.52,-261.42,-242.91,-240.7
14982,-258.25,-261.51,-242.64,-240.7
14983,-258.7,-261.51,-242.55,-240.25
14984,-258.88,-262.23,-242.73,-240.79
14985,-258.52,-262.05,-242.64,-239.66
14986,-258.43,-261.42,-241.79,-240.11
14987,-258.43,-261.69,-242.06,-240.65
14988,-258.34,-261.96,-240.1,-241.1
14989,-257.98,-262.41,-239.83,-241.19
14990,-257.98,-262.23,-239.65,-241.64
14991,-258.43,-262.77,-239.29,-240.94
14992,-259.24,-263.22,-239.02,-240.76
14993,-259.66,-263.22,-238.57,-240.31
14994,-260.2,-261.45,-238.21,-239.68
14995,-260.29,-261.9,-238.48,-239.77
14996,-260.38,-261.81,-239.54,-239.68
14997,-261.1,-262.17,-239.27,-239.23
14998,-261.46,-259.86,-239.09,-239.59
14999,-261.28,-259.41,-239.09,-239.5
15000,-261.55,-259.44,-238.7,-239.95
15001,-261.46,-261.99,-238.88,-240.86
15002,-260.92,-261.45,-239.45,-240.77
15003,-261.37,-261.09,-239.27,-240.68
15004,-261.46,-260.37,-239.45,-240.77
15005,-261.19,-260.01,-239.63,-238.76
15006,-261.28,-259.83,-239.81,-239.12
15007,-260.65,-259.83,-240.59,-239.48
15008,-260.47,-259.83,-240.23,-239.3
15009,-259.84,-259.77,-240.87,-239.21
15010,-261.23,-260.04,-240.69,-238.94
15011,-261.23,-260.22,-240.24,-240.45
15012,-261.14,-260.58,-240.24,-240.63
15013,-261.23,-260.22,-240.78,-239.13
15014,-261.68,-260.31,-240.69,-238.68
15015,-262.4,-260.4,-240.96,-238.41
15016,-261.86,-260.57,-240.03,-238.68
15017,-261.77,-260.48,-240.9,-238.95
15018,-261.41,-260.66,-240.72,-239.31
15019,-261.23,-261.2,-240.27,-239.13
15020,-260.87,-261.02,-240.63,-240.65
15021,-260.78,-260.06,-240.72,-240.83
15022,-261.05,-260.24,-242.7,-241.19
15023,-260.6,-259.79,-240.23,-241.28
15024,-261.14,-259.43,-239.96,-241.1
15025,-261.59,-259.97,-240.32,-241.28
15026,-262.58,-259.61,-242.41,-241.46
15027,-262.49,-259.79,-241.78,-243.47
15028,-261.77,-260.15,-241.87,-243.65
15029,-262.4,-261.04,-241.78,-241.85
15030,-262.22,-261.04,-241.87,-241.76
15031,-263.21,-260.68,-241.78,-240.95
15032,-263.12,-260.77,-241.69,-240.68
15033,-263.12,-260.59,-243.55,-240.86
15034,-262.76,-260.48,-242.11,-239.31
15035,-262.31,-260.03,-241.75,-239.31
15036,-262.58,-261.0,-241.57,-238.95
15037,-262.49,-260.82,-242.74,-239.22
15038,-262.22,-260.19,-242.83,-239.04
15039,-262.31,-260.73,-241.59,-238.44
15040,-262.04,-260.91,-242.22,-238.44
15041,-262.31,-260.91,-241.86,-236.92
15042,-261.95,-259.05,-241.53,-236.74
15043,-261.77,-259.5,-241.35,-237.1
15044,-261.95,-259.68,-241.17,-238.85
15045,-261.86,-259.86,-241.26,-238.58
15046,-261.77,-259.68,-241.71,-237.17
15047,-263.2,-259.77,-242.34,-237.35
15048,-263.74,-259.77,-242.5,-237.8
15049,-263.56,-260.13,-243.31,-236.59
15050,-263.83,-259.86,-243.67,-236.77
15051,-263.83,-259.5,-243.76,-236.59
15052,-263.56,-259.23,-243.22,-236.59
15053,-263.38,-257.66,-244.43,-235.69
15054,-263.47,-257.03,-244.34,-236.59
15055,-262.66,-256.4,-242.01,-236.59
15056,-262.21,-256.31,-242.37,-236.86
15057,-262.3,-256.22,-242.96,-236.68
15058,-262.12,-256.22,-242.78,-236.41
15059,-262.03,-255.77,-242.51,-236.23
15060,-262.86,-255.32,-242.42,-237.12
15061,-263.31,-255.5,-240.23,-237.21
15062,-262.59,-255.95,-240.05,-237.39
15063,-262.59,-256.85,-239.96,-237.72
15064,-262.77,-256.67,-238.0,-237.36
15065,-262.77,-256.4,-238.0,-237.27
15066,-263.04,-256.22,-237.73,-238.44
15067,-262.77,-256.85,-237.37,-238.8
15068,-262.68,-255.65,-237.46,-239.79
15069,-263.04,-256.64,-237.28,-239.79
15070,-262.5,-257.27,-238.24,-242.45
15071,-262.32,-257.18,-237.52,-242.54
15072,-263.99,-256.91,-237.16,-240.39
15073,-263.9,-257.18,-237.25,-240.21
15074,-264.44,-257.54,-237.43,-240.57
15075,-264.71,-257.36,-237.16,-241.02
15076,-264.62,-257.36,-237.07,-242.44
15077,-264.62,-257.54,-238.12,-241.9
15078,-264.98,-256.21,-237.67,-241.81
15079,-264.8,-256.57,-237.76,-241.99
15080,-264.89,-258.45,-237.67,-242.17
15081,-264.62,-258.45,-237.31,-242.26
15082,-264.08,-258.81,-237.49,-242.17
15083,-263.34,-258.36,-235.92,-241.81
15084,-263.88,-258.09,-235.74,-242.69
15085,-263.79,-258.27,-235.83,-243.91
15086,-263.97,-258.54,-236.86,-243.55
15087,-264.06,-257.91,-234.85,-243.46
15088,-263.7,-257.46,-236.72,-243.73
15089,-263.43,-256.92,-236.81,-243.1
15090,-263.61,-256.83,-236.99,-243.19
15091,-263.34,-256.38,-236.99,-245.01
15092,-262.89,-256.02,-235.1,-245.37
15093,-263.07,-255.93,-234.07,-245.82
15094,-262.71,-257.43,-233.74,-246.27
15095,-262.71,-257.34,-233.56,-246.0
15096,-262.35,-257.79,-233.92,-246.18
15097,-261.9,-257.79,-234.01,-245.85
15098,-261.27,-258.84,-234.28,-245.03
15099,-261.18,-258.93,-234.82,-244.85
15100,-261.54,-258.93,-235.39,-244.76
15101,-261.81,-259.2,-235.66,-243.09
15102,-261.81,-259.74,-235.39,-243.27
15103,-261.27,-260.37,-235.21,-243.27
15104,-261.45,-260.01,-235.3,-243.36
15105,-261.63,-260.19,-234.67,-245.55
15106,-261.45,-260.01,-234.76,-245.46
15107,-262.17,-260.46,-234.94,-245.01
15108,-262.44,-260.1,-235.39,-245.28
15109,-262.71,-260.52,-234.41,-244.51
15110,-262.71,-260.52,-234.14,-244.51
15111,-262.26,-259.8,-234.59,-244.24
15112,-262.08,-259.71,-234.77,-244.33
15113,-262.35,-259.8,-234.77,-243.32
15114,-261.99,-259.44,-235.13,-243.77
15115,-261.81,-259.17,-234.86,-243.68
15116,-261.99,-259.27,-236.15,-243.68
15117,-261.9,-258.91,-236.24,-243.32
15118,-262.35,-257.1,-235.01,-243.14
15119,-262.53,-256.09,-234.72,-242.96
15120,-262.71,-256.45,-234.27,-242.96
15121,-262.98,-257.05,-234.18,-242.6
15122,-262.98,-257.82,-233.73,-242.24
15123,-263.43,-258.09,-235.66,-241.79
15124,-261.06,-258.0,-235.75,-241.7
15125,-260.61,-257.91,-235.48,-241.52
15126,-259.98,-257.64,-235.3,-241.7
15127,-259.98,-257.46,-235.75,-242.06
15128,-260.07,-257.19,-235.93,-239.62
15129,-259.98,-257.01,-235.84,-240.7
15130,-260.16,-256.74,-235.93,-241.06
15131,-259.26,-257.19,-235.75,-241.24
15132,-258.9,-257.28,-234.23,-241.33
15133,-258.81,-257.64,-233.05,-241.33
15134,-259.18,-257.82,-234.85,-243.6
15135,-259.81,-258.63,-235.39,-243.78
15136,-259.63,-258.36,-235.39,-243.69
15137,-259.9,-258.36,-235.12,-243.15
15138,-260.44,-259.53,-233.07,-243.15
15139,-260.44,-258.81,-234.67,-241.81
15140,-260.08,-258.81,-234.22,-239.94
15141,-260.08,-258.63,-234.67,-241.1
15142,-259.9,-260.4,-234.82,-241.28
15143,-260.35,-259.68,-233.44,-241.19
15144,-260.53,-260.04,-233.89,-240.92
15145,-261.25,-259.77,-233.98,-241.28
15146,-261.16,-259.41,-234.07,-242.6
15147,-261.34,-256.92,-233.44,-242.51
15148,-261.07,-257.73,-233.44,-242.6
15149,-260.89,-257.82,-232.81,-243.09
15150,-260.89,-257.64,-232.9,-242.5
15151,-261.07,-257.91,-231.8,-242.77
15152,-260.98,-258.09,-231.71,-242.41
15153,-261.88,-260.2,-231.95,-243.58
15154,-262.33,-260.83,-232.22,-243.76
15155,-262.51,-261.1,-234.46,-243.76
15156,-262.6,-261.46,-234.46,-243.34
15157,-262.69,-261.19,-235.0,-243.7
15158,-262.78,-260.92,-234.64,-243.97
15159,-263.23,-260.92,-235.09,-244.06
15160,-262.6,-260.83,-234.91,-245.24
15161,-262.15,-260.29,-237.01,-244.88
15162,-262.87,-259.75,-237.1,-244.7
15163,-262.42,-258.85,-237.55,-244.61
15164,-262.33,-258.76,-239.33,-245.24
15165,-262.24,-259.3,-239.42,-245.15
15166,-262.06,-259.3,-239.51,-245.24
15167,-262.15,-259.12,-239.28,-245.06
15168,-262.51,-260.14,-239.28,-244.34
15169,-261.79,-259.33,-239.46,-244.07
15170,-262.06,-258.97,-240.09,-243.8
15171,-262.6,-259.24,-240.72,-242.53
15172,-262.42,-259.51,-240.9,-244.68
15173,-262.24,-259.15,-241.08,-244.77
15174,-261.88,-259.42,-240.63,-244.32
15175,-261.88,-259.6,-240.54,-243.96
15176,-260.56,-260.5,-240.72,-244.05
15177,-260.2,-259.78,-240.2,-244.59
15178,-260.02,-260.98,-240.09,-241.75
